Season,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Height,Weight
2024,134,Justin Anderson,VAL,18,18.6,6.1,2.4,5.2,.457,0.8,2.5,.333,0.5,0.7,.692,0.3,1.8,2.2,0.6,0.4,0.2,0.8,2.1,6-6,230
2024,135,Nikos Rogkavopoulos,BASK,29,13.5,6.1,2.1,4.2,.500,1.3,2.5,.521,0.6,0.8,.773,0.6,1.1,1.7,0.5,0.5,0.1,0.6,1.6,6-8,197
2024,136,John Brown,ASM,36,25.3,6.0,2.5,5.3,.471,0.0,0.1,.000,1.0,1.4,.714,1.9,1.8,3.7,1.4,1.1,0.1,0.8,2.2,6-8,205
2024,137,Isaac Bonga,BAY,31,19.9,5.8,2.1,4.8,.439,0.6,2.2,.299,1.0,1.3,.795,1.3,2.9,4.2,1.2,0.7,0.3,1.3,2.5,6-8,180
2024,138,Stefano Tonut,MIL,29,17.1,5.8,2.2,4.2,.512,1.0,2.1,.492,0.4,0.6,.647,0.3,1.5,1.8,1.2,0.6,0.0,0.6,1.4,6-4,195
2024,139,Luca Vildoza,PAN,28,14.9,5.7,2.0,5.1,.385,1.2,3.3,.366,0.6,0.8,.762,0.4,1.1,1.5,1.5,0.6,0.0,1.0,0.8,6-3,190
2024,140,Dario Brizuela,FCB,32,13.8,5.7,2.3,5.6,.421,0.8,2.3,.320,0.3,0.3,.727,0.3,0.7,1.0,1.6,0.3,0.1,0.8,1.6,6-4,161
2024,141,George Papagiannis,FEN,38,16.0,5.7,2.4,3.9,.617,0.5,1.1,.488,0.3,0.5,.667,1.0,2.0,3.1,0.8,0.3,0.8,0.7,1.7,7-2,275
2024,142,Khalifa Koumadje,BER,28,16.6,5.6,2.3,3.6,.627,0.0,0.0,.000,1.1,1.6,.682,2.1,3.3,5.4,0.3,0.4,0.9,0.9,2.1,7-4,269
2024,144,Ioannis Papapetrou,PAN,16,17.1,5.6,1.9,3.9,.492,1.0,1.9,.516,0.8,0.9,.800,0.4,1.6,2.0,0.7,0.3,0.2,0.4,1.4,6-8,225
2024,145,Kevarrius Hayes,ZAL,34,18.7,5.6,2.4,4.2,.566,0.1,0.1,.667,0.8,1.0,.771,1.8,2.2,4.0,0.5,0.7,0.7,0.9,2.0,6-9,227
2024,146,Dyshawn Pierre,FEN,27,19.8,5.6,2.1,4.7,.441,0.6,2.0,.302,0.8,0.9,.917,1.4,2.5,3.9,1.0,0.6,0.1,0.4,1.2,6-6,230
2024,147,Alen Smailagic,PAR,31,15.9,5.5,2.1,3.5,.598,0.4,0.8,.462,1.0,1.4,.727,1.0,1.1,2.1,0.6,0.5,0.4,0.7,2.2,6-10,215
2024,149,Rokas Jokubaitis,FCB,36,15.5,5.3,2.3,5.1,.443,0.4,1.3,.277,0.4,0.6,.652,0.4,1.3,1.7,2.8,0.3,0.1,1.3,1.3,6-4,182
2024,151,Edwin Jackson,LYV,31,15.4,5.3,1.9,3.7,.517,0.5,1.5,.354,0.9,1.1,.818,0.3,0.9,1.1,1.0,0.4,0.0,1.0,1.6,6-2,201
2024,153,Malte Delow,BER,34,16.9,5.2,1.9,4.8,.393,0.9,2.7,.323,0.5,0.7,.783,0.8,1.4,2.3,2.4,0.8,0.1,1.7,2.2,6-6,170
2024,154,Giannoulis Larentzakis,OLY,37,13.1,5.1,1.5,4.5,.341,0.9,2.9,.321,1.1,1.4,.808,0.2,0.8,1.0,1.5,0.6,0.1,1.0,1.7,6-5,200
2024,155,Fabien Causeur,RMB,32,15.2,5.1,1.9,4.1,.462,0.8,2.1,.394,0.5,0.6,.889,0.4,0.9,1.3,1.1,0.4,0.2,0.8,1.4,6-3,198
2024,157,Dejan Davidovac,ZVE,31,19.3,5.1,1.8,4.0,.463,0.8,2.2,.382,0.5,0.7,.739,0.5,2.5,3.0,0.6,0.7,0.3,0.4,1.5,6-8,210
2024,159,Arnas Butkevicius,ZAL,22,20.9,5.0,1.7,3.4,.507,0.6,1.6,.389,0.9,1.2,.704,0.8,2.5,3.3,0.9,0.6,0.1,1.0,2.5,6-4,203
2024,161,Lukas Lekavicius,ZAL,30,12.1,4.9,1.7,4.6,.372,0.7,1.8,.396,0.8,0.9,.857,0.1,0.6,0.8,1.6,0.3,0.0,0.8,1.1,6-0,167
2024,162,Donta Hall,ASM,38,13.6,4.9,1.9,2.6,.740,0.0,0.0,.000,1.0,1.6,.607,1.4,2.1,3.5,0.4,0.5,0.4,0.3,1.6,6-9,229
2024,164,Elias Harris,BAY,14,10.1,4.9,1.9,3.5,.551,0.1,0.1,1.000,0.9,1.1,.750,1.4,1.3,2.6,0.4,0.3,0.0,0.6,1.5,6-8,239
2024,165,Dovydas Giedraitis,ZAL,30,16.6,4.8,1.6,4.1,.398,0.8,1.8,.426,0.8,0.9,.923,0.3,0.7,1.0,1.0,1.1,0.0,0.8,1.7,6-4,165
2024,166,John DiBartolomeo,MAC,29,14.8,4.8,1.5,3.8,.394,1.1,2.9,.393,0.7,0.7,1.000,0.7,1.3,2.0,1.1,0.7,0.0,0.5,1.6,6-0,175
2024,167,Ognjen Dobric,BOL,28,13.4,4.7,1.9,3.7,.524,0.7,1.8,.408,0.1,0.2,.667,0.3,1.3,1.6,0.6,0.5,0.0,0.4,1.3,6-6,198
2024,169,Sertac Sanli,FEN,35,12.2,4.7,1.8,3.9,.457,0.6,1.6,.351,0.5,0.7,.783,0.6,1.4,2.0,0.5,0.1,0.3,0.5,2.5,7-0,254
2024,170,Diego Flaccadori,MIL,26,13.9,4.6,1.6,4.3,.375,0.5,1.6,.286,0.9,1.0,.889,0.0,1.0,1.0,1.1,0.7,0.0,0.8,1.9,6-5,172
2024,171,Bryant Dunston,BOL,36,19.3,4.5,1.9,3.2,.614,0.1,0.2,.333,0.6,1.2,.476,1.5,2.1,3.6,0.9,0.8,0.7,0.6,2.6,6-8,233
2024,174,Matthew Strazel,ASM,17,13.1,4.4,1.4,3.6,.387,0.5,1.5,.308,1.1,1.4,.792,0.0,0.6,0.6,1.8,0.5,0.0,0.3,1.1,6-0,178
2024,175,Erxhan Osmani,EFE,23,13.4,4.4,1.7,3.9,.438,0.6,1.7,.342,0.4,0.4,1.000,0.7,1.9,2.6,0.6,0.6,0.1,0.5,1.7,6-11,225
2024,176,Giordano Bortolani,MIL,18,7.5,4.4,1.4,3.3,.424,0.9,2.1,.447,0.7,0.7,.923,0.1,0.6,0.7,0.3,0.2,0.1,0.3,0.6,6-4,187
2024,178,Juancho Hernangomez,PAN,31,16.4,4.3,1.4,3.8,.356,0.6,2.3,.264,1.0,1.3,.756,1.0,2.5,3.5,0.5,0.6,0.3,0.8,1.2,6-9,215
2024,179,Tim Schneider,BER,33,16.1,4.3,1.7,4.3,.404,0.6,2.5,.247,0.2,0.5,.533,0.8,1.3,2.2,0.6,0.3,0.0,0.5,1.7,6-9,222
2024,180,Yam Madar,FEN,30,13.5,4.3,1.4,3.1,.457,0.4,1.3,.325,1.0,1.2,.829,0.3,0.8,1.2,2.0,0.6,0.1,0.9,1.6,6-3,180
2024,181,Danko Brankovic,BAY,25,10.0,4.2,1.8,2.9,.625,0.2,0.4,.444,0.5,0.6,.857,0.9,1.6,2.5,0.4,0.4,0.4,0.5,1.8,7-1,208
2024,182,Yakuba Ouattara,ASM,26,11.9,4.2,1.6,3.1,.513,0.9,1.8,.479,0.2,0.3,.714,0.6,0.9,1.5,0.1,0.2,0.0,0.2,1.0,6-4,220
2024,187,Charles Lombahe-Kahudi,LYV,29,17.3,3.9,1.5,4.1,.364,0.3,1.4,.244,0.6,0.8,.773,0.7,2.2,2.9,0.8,0.1,0.0,0.4,1.6,6-5,183
2024,188,Justin Bean,BER,27,15.4,3.9,1.5,3.5,.436,0.5,1.3,.361,0.4,0.5,.714,0.9,2.1,3.0,0.7,0.7,0.4,0.5,1.2,6-7,210
2024,189,Alessandro Pajola,BOL,34,17.0,3.9,1.2,3.1,.387,0.7,2.1,.352,0.7,1.0,.727,0.4,1.4,1.8,3.0,0.8,0.1,1.1,2.7,6-4,209
2024,192,Ignas Brazdeikis,OLY,27,10.9,3.6,1.3,3.9,.337,0.3,1.1,.226,0.7,1.0,.741,0.5,1.2,1.7,0.6,0.2,0.1,0.3,1.3,6-7,221
2024,193,Mbaye N'Diaye,LYV,22,15.8,3.6,1.6,3.1,.507,0.1,0.5,.182,0.3,0.6,.538,1.2,2.7,3.9,1.0,0.5,0.9,0.8,1.7,6-8,202
2024,194,Alberto Abalde,RMB,24,12.8,3.6,1.3,2.8,.441,0.8,1.9,.413,0.3,0.3,.875,0.3,1.6,1.9,0.7,0.4,0.0,0.2,1.0,6-7,215
2024,195,Ante Zizic,BOL,17,13.0,3.5,1.6,2.8,.574,0.0,0.0,.000,0.4,0.9,.400,1.1,1.6,2.6,0.5,0.1,0.6,0.7,1.5,6-11,254
2024,197,Ziga Samar,BER,14,12.4,3.4,1.3,3.6,.360,0.4,1.1,.400,0.4,0.5,.857,0.5,0.9,1.4,2.2,0.8,0.0,2.0,2.1,6-6,184
2024,198,Oscar da Silva,FCB,37,14.7,3.4,1.4,3.0,.482,0.2,0.9,.242,0.3,0.5,.600,1.3,1.5,2.8,0.4,0.6,0.3,0.3,1.7,6-9,230
2024,202,Mouhammadou Jaiteh,ASM,25,8.2,3.3,1.5,2.5,.587,0.0,0.0,.000,0.4,0.8,.450,1.0,1.2,2.2,0.2,0.2,0.1,0.4,1.1,6-11,247
2024,203,David Lighty,LYV,29,16.5,3.3,1.2,3.2,.376,0.5,1.5,.349,0.4,0.5,.733,0.3,1.2,1.4,1.0,0.6,0.0,0.5,1.9,6-6,216
2024,204,Jonas Mattisseck,BER,26,12.2,3.3,1.1,2.6,.412,0.9,2.0,.434,0.3,0.3,1.000,0.1,0.5,0.6,0.5,0.3,0.0,0.3,1.8,6-5,152
2024,205,Rudy Fernandez,RMB,24,15.4,3.3,1.0,2.8,.373,1.0,2.6,.365,0.3,0.3,.857,0.3,1.6,1.9,1.5,0.9,0.0,0.3,1.3,6-6,185
2024,206,Balsa Koprivica,PAR,14,8.3,3.3,1.4,1.7,.833,0.0,0.0,.000,0.4,0.4,1.000,0.6,1.1,1.7,0.3,0.2,0.6,0.6,1.8,7-1,240
2024,207,Ognjen Jaramaz,PAR,22,12.8,3.2,1.3,3.4,.373,0.4,1.7,.211,0.3,0.7,.467,0.5,1.0,1.5,1.5,0.5,0.0,0.5,2.0,6-4,181
2024,208,Devontae Cacok,BOL,15,9.1,3.2,1.3,1.9,.714,0.0,0.0,.000,0.5,0.8,.667,0.6,1.7,2.3,0.5,0.3,0.1,0.7,1.7,6-7,240
2024,210,Achille Polonara,BOL,21,12.6,3.1,1.2,2.7,.439,0.6,1.4,.448,0.1,0.2,.600,0.9,1.8,2.7,1.2,0.5,0.5,0.5,1.3,6-8,198
2024,211,Jake Cohen,MAC,36,10.3,3.0,1.2,2.6,.467,0.5,1.3,.378,0.1,0.1,1.000,0.3,0.9,1.2,0.9,0.2,0.0,0.3,1.9,6-10,235
2024,212,Niels Giffey,BAY,31,13.1,3.0,1.1,2.9,.382,0.4,1.5,.277,0.4,0.5,.733,0.5,1.1,1.7,0.4,0.5,0.0,0.3,1.5,6-7,205
2024,213,Joel Parra,FCB,26,13.1,3.0,1.1,3.0,.359,0.5,1.7,.273,0.3,0.5,.692,0.8,1.3,2.2,0.4,0.2,0.1,0.5,1.3,6-8,210
2024,215,Eli John N'Diaye,RMB,23,11.2,2.9,1.1,2.4,.455,0.3,1.1,.320,0.3,0.5,.667,0.9,1.4,2.3,0.5,0.4,0.2,0.4,1.7,6-8,183
2024,217,Olek Balcerowski,PAN,24,7.6,2.8,1.0,1.8,.523,0.0,0.4,.111,0.9,1.3,.700,0.6,0.8,1.3,0.3,0.2,0.4,0.3,1.5,7-1,230
2024,218,Petr Cornelie,ASM,28,9.9,2.8,1.1,2.5,.423,0.5,1.5,.333,0.2,0.4,.455,0.8,1.0,1.8,0.7,0.3,0.3,0.5,1.6,6-11,220
2024,220,Khalifa Diop,BASK,13,9.4,2.8,1.0,1.9,.520,0.0,0.0,.000,0.8,1.2,.625,1.0,0.9,1.9,0.3,0.2,0.2,0.9,1.5,6-10,231
2024,221,Branko Lazic,ZVE,22,13.8,2.7,0.9,2.7,.322,0.5,1.7,.289,0.5,0.5,.917,0.6,0.8,1.5,0.4,0.4,0.0,0.3,2.6,6-5,192
2024,223,Rafi Manco,MAC,20,8.3,2.7,1.0,2.4,.426,0.6,1.3,.423,0.1,0.2,.500,0.4,1.0,1.4,0.3,0.2,0.1,0.5,1.2,6-5,185
2024,224,Kostas Antetokounmpo,PAN,31,7.2,2.6,1.0,1.6,.633,0.0,0.0,.000,0.6,1.5,.391,0.7,1.0,1.7,0.2,0.2,0.7,0.5,1.6,6-10,200
2024,226,Freddie Gillespie,ZVE,15,8.1,2.5,1.1,1.8,.593,0.0,0.0,.000,0.4,0.9,.462,0.9,1.1,1.9,0.5,0.3,0.5,0.3,2.3,6-9,245
2024,230,Panagiotis Kalaitzakis,PAN,28,6.3,2.3,0.9,1.8,.510,0.2,0.7,.250,0.3,0.3,1.000,0.3,0.6,0.9,0.3,0.3,0.0,0.2,0.9,6-6,194
2024,231,Justus Hollatz,EFE,24,10.4,2.3,0.9,2.2,.415,0.2,0.9,.227,0.2,0.3,.833,0.4,0.8,1.2,1.3,0.4,0.0,0.3,1.2,6-3,180
2024,232,Freddie Gillespie,BAY,13,9.2,2.2,1.0,2.0,.500,0.0,0.0,.000,0.2,0.3,.750,0.9,1.5,2.4,0.2,0.2,0.3,0.5,2.1,6-9,245
2024,234,Dalibor Ilic,ZVE,15,8.8,2.0,0.9,1.5,.591,0.2,0.5,.429,0.1,0.3,.250,0.6,1.1,1.7,0.4,0.2,0.1,0.2,1.2,6-8,198
2024,239,Erkan Yilmaz,EFE,13,9.5,1.5,0.6,1.8,.348,0.3,1.1,.286,0.0,0.3,.000,0.5,1.4,1.9,1.2,0.7,0.3,0.5,1.8,6-6,192
2024,245,Stefan Lazarevic,ZVE,19,6.9,1.2,0.5,0.9,.500,0.1,0.3,.333,0.1,0.1,1.000,0.2,0.7,0.9,0.2,0.2,0.0,0.2,1.4,6-6,180
2024,246,Erten Gazi,EFE,10,8.7,0.9,0.3,2.3,.130,0.1,1.7,.059,0.2,0.4,.500,0.2,0.3,0.5,0.4,0.1,0.0,0.5,0.9,6-3,205
2024,247,Sander Raieste,BASK,30,6.6,0.9,0.4,1.0,.355,0.1,0.6,.222,0.0,0.0,.000,0.1,0.5,0.6,0.3,0.1,0.0,0.2,1.2,6-8,210
2024,248,Giampaolo Ricci,MIL,22,7.0,0.8,0.3,1.4,.226,0.2,1.0,.174,0.0,0.0,.000,0.5,0.6,1.1,0.1,0.3,0.1,0.0,1.4,6-7,224
2023,1,Sasha Vezenkov,OLY,40,29.2,17.6,6.5,12.2,.536,2.0,5.2,.378,2.6,2.9,.879,1.6,5.3,6.8,1.9,0.9,0.3,1.0,1.6,6-8,225
2023,2,Wade Baldwin IV,MAC,34,28.1,17.2,6.0,13.8,.438,1.9,5.8,.327,3.2,3.9,.821,0.5,3.2,3.8,5.1,0.9,0.3,2.6,2.8,6-4,220
2023,3,Will Clyburn,EFE,34,33.1,16.7,5.6,12.9,.436,2.1,5.7,.366,3.3,4.0,.830,1.0,4.7,5.7,2.1,1.0,0.2,1.6,2.1,6-6,210
2023,5,Lorenzo Brown,MAC,35,31.6,16.4,6.1,13.7,.444,1.9,5.3,.353,2.3,2.6,.911,0.3,2.7,3.0,5.5,1.1,0.1,3.0,2.0,6-5,189
2023,6,Kevin Punter,PAR,37,27.9,16.1,5.2,11.0,.469,2.2,4.9,.443,3.6,3.9,.917,0.3,1.8,2.1,2.5,1.0,0.1,1.3,2.7,6-2,190
2023,8,Mike James,ASM,38,30.4,15.9,5.1,13.3,.382,1.5,5.5,.273,4.3,5.4,.783,0.6,3.1,3.7,4.4,1.0,0.0,2.2,1.7,6-1,190
2023,9,Keenan Evans,ZAL,17,26.2,15.9,5.1,10.1,.506,2.6,5.6,.458,3.1,3.8,.813,0.3,2.9,3.2,3.7,1.0,0.2,2.1,2.3,6-3,190
2023,10,Nikola Mirotic,FCB,29,25.0,15.4,5.1,10.3,.498,2.0,5.1,.392,3.1,3.9,.804,1.5,2.8,4.3,1.2,1.0,0.4,1.4,1.9,6-10,250
2023,11,Shabazz Napier,MIL,12,24.8,15.0,4.2,9.2,.455,2.6,5.7,.456,4.1,4.7,.875,0.3,1.4,1.8,3.9,1.1,0.0,2.0,2.3,6-1,180
2023,12,Dzanan Musa,RMB,41,23.8,14.8,4.4,9.1,.489,1.5,4.1,.371,4.4,5.1,.861,0.6,2.5,3.1,2.7,0.4,0.2,1.6,1.8,6-9,217
2023,14,Markus Howard,BASK,33,20.5,14.2,4.6,11.5,.402,2.7,7.3,.365,2.4,2.7,.886,0.2,1.1,1.4,1.2,0.6,0.0,1.6,2.6,5-11,180
2023,15,Nando De Colo,LYV,29,23.7,13.8,4.4,9.2,.477,1.6,3.9,.411,3.4,3.8,.917,0.1,2.5,2.6,3.5,1.0,0.0,2.9,1.6,6-5,195
2023,17,Nemanja Nedovic,ZVE,27,20.9,13.3,4.5,11.5,.390,1.6,5.8,.280,2.7,3.2,.860,0.2,1.0,1.2,2.9,0.7,0.0,1.6,1.5,6-3,192
2023,19,Luca Vildoza,ZVE,29,24.2,12.6,4.1,9.9,.416,1.9,5.3,.355,2.5,2.8,.901,0.4,2.1,2.5,3.9,1.4,0.1,2.6,1.6,6-3,190
2023,20,Darius Thompson,BASK,34,26.9,12.6,4.6,9.4,.497,1.3,3.3,.384,2.0,2.6,.756,1.1,2.1,3.2,6.7,1.7,0.4,2.6,2.5,6-4,196
2023,21,Elie Okobo,ASM,41,26.0,12.5,4.0,9.0,.441,1.3,4.0,.331,3.3,3.9,.838,0.3,1.9,2.1,3.6,1.0,0.2,2.0,2.5,6-3,190
2023,22,Jordan Loyd,ASM,34,25.3,12.5,3.9,8.7,.444,1.6,4.1,.376,3.1,3.5,.899,0.3,2.1,2.4,2.7,1.3,0.1,1.2,2.6,6-4,210
2023,24,Marko Guduric,FEN,38,23.9,12.3,3.9,8.2,.481,1.8,4.4,.402,2.6,3.2,.833,0.6,2.4,3.0,3.2,0.9,0.0,1.9,2.6,6-6,201
2023,25,Gabriel Deck,RMB,31,26.1,12.3,4.4,7.7,.571,0.5,1.5,.319,3.0,3.5,.845,1.4,4.0,5.4,1.9,0.5,0.1,1.4,2.1,6-8,232
2023,26,Mathias Lessort,PAR,38,30.2,12.0,4.3,6.4,.674,0.0,0.0,.000,3.4,4.7,.734,3.1,4.0,7.1,1.4,0.9,0.8,1.4,2.7,6-9,250
2023,27,Shane Larkin,EFE,17,28.7,11.9,3.7,8.5,.438,2.2,5.6,.385,2.3,2.9,.796,0.2,2.2,2.5,4.8,1.1,0.0,2.4,1.6,5-11,175
2023,29,Ignas Brazdeikis,ZAL,35,22.4,11.6,4.4,10.1,.440,0.9,2.8,.313,1.9,2.3,.805,0.8,2.1,2.9,1.3,0.4,0.1,1.4,1.7,6-7,221
2023,31,Maodo Lo,BER,26,21.9,11.6,3.9,9.4,.416,1.8,5.0,.354,2.0,2.3,.836,0.3,1.4,1.7,2.8,0.6,0.0,1.7,1.3,6-3,194
2023,32,Zach LeDay,PAR,39,31.0,11.4,4.1,8.2,.500,0.8,2.2,.384,2.4,2.8,.853,1.1,3.9,5.1,1.2,0.7,0.3,1.0,2.4,6-7,230
2023,33,Edy Tavares,RMB,40,25.0,11.2,4.3,6.4,.676,0.0,0.0,.000,2.6,3.3,.780,2.7,4.3,6.9,1.5,0.9,2.2,2.1,3.1,7-3,265
2023,34,Paris Lee,PAN,33,27.2,11.2,3.5,9.4,.377,1.7,5.2,.333,2.3,2.9,.811,0.2,1.6,1.8,3.9,1.3,0.0,2.0,2.2,6-0,185
2023,35,Scottie Wilbekin,FEN,25,23.7,11.1,3.8,9.3,.408,2.2,6.2,.357,1.3,1.8,.733,0.2,1.5,1.7,2.6,1.0,0.0,1.3,1.8,6-2,176
2023,37,Kostas Sloukas,OLY,36,22.8,11.0,3.3,7.4,.440,1.1,3.3,.325,3.5,3.8,.906,0.1,1.9,2.1,5.6,0.3,0.1,2.1,1.4,6-2,210
2023,40,Rodrigue Beaubois,EFE,30,25.3,10.8,4.2,7.8,.536,1.8,3.7,.486,0.7,0.8,.870,0.2,1.8,2.1,2.0,1.1,0.8,0.9,2.1,6-1,183
2023,41,"Bonzie Colson, Jr.",MAC,39,26.1,10.7,4.1,8.1,.506,1.1,3.0,.376,1.4,1.8,.775,1.7,3.9,5.6,0.5,1.3,0.7,0.7,2.4,6-5,225
2023,42,Filip Petrusev,ZVE,34,22.7,10.7,4.0,7.3,.542,0.6,1.7,.351,2.1,3.1,.695,1.4,3.8,5.2,0.7,0.5,0.7,1.2,2.1,6-11,225
2023,44,Mario Hezonja,RMB,39,20.6,10.6,3.7,7.9,.466,2.0,4.6,.433,1.2,1.6,.758,0.3,2.7,3.0,1.1,0.7,0.2,1.3,1.9,6-8,220
2023,45,Nigel Hayes,FEN,39,30.5,10.5,3.7,7.4,.500,1.3,3.1,.405,1.8,2.5,.750,1.4,3.0,4.4,1.5,1.2,0.3,0.5,2.4,6-8,254
2023,46,Alpha Diallo,ASM,41,24.8,10.5,3.7,8.1,.459,0.8,2.5,.298,2.3,3.0,.750,1.5,2.7,4.2,2.0,1.3,0.3,1.3,2.9,6-6,207
2023,48,Nicolas Laprovittola,FCB,39,23.7,10.4,3.2,7.3,.438,2.0,4.8,.418,2.0,2.3,.868,0.6,1.6,2.2,4.6,0.7,0.0,2.2,2.7,6-4,180
2023,49,Rokas Giedraitis,BASK,34,26.6,10.4,3.7,8.4,.444,1.1,3.9,.293,1.8,2.1,.822,1.4,4.4,5.9,1.6,0.9,0.2,0.6,1.7,6-7,179
2023,51,Milos Teodosic,BOL,26,19.5,10.3,2.9,7.2,.404,2.2,5.5,.394,2.3,2.6,.897,0.3,1.3,1.6,6.0,0.6,0.1,3.3,2.7,6-5,196
2023,52,Brandon Davies,MIL,33,18.4,10.2,3.7,7.0,.535,0.2,0.6,.350,2.5,3.6,.703,0.9,2.4,3.2,1.9,0.6,0.3,1.7,2.3,6-10,240
2023,53,Edgaras Ulanovas,ZAL,37,28.2,10.2,3.2,7.2,.449,0.9,2.2,.395,2.9,3.4,.835,1.3,2.0,3.3,2.5,0.9,0.1,2.1,2.0,6-6,192
2023,54,Marco Belinelli,BOL,21,16.9,10.0,3.2,7.7,.422,2.1,5.1,.407,1.4,1.5,.935,0.1,1.2,1.4,1.1,0.5,0.0,0.6,1.3,6-5,225
2023,56,Andreas Obst,BAY,25,20.0,9.9,3.4,8.2,.412,2.6,6.7,.395,0.6,0.6,1.000,0.1,1.7,1.8,1.3,0.6,0.1,1.0,1.8,6-3,200
2023,57,Ognjen Dobric,ZVE,31,23.7,9.9,3.8,8.6,.440,1.4,4.4,.324,0.8,1.1,.743,0.7,1.8,2.5,1.6,0.5,0.0,1.0,1.7,6-6,198
2023,58,Rolands Smits,ZAL,37,23.4,9.7,3.6,7.3,.491,1.2,3.2,.383,1.3,1.5,.855,1.5,3.2,4.7,1.1,0.4,0.1,1.4,2.9,6-10,235
2023,59,Guerschon Yabusele,RMB,29,23.9,9.7,3.4,6.8,.510,1.1,2.6,.421,1.7,2.4,.710,0.9,3.0,4.0,1.3,0.8,0.3,1.0,1.6,6-8,265
2023,60,Tornike Shengelia,BOL,23,22.7,9.4,3.3,6.7,.484,0.5,1.1,.462,2.4,3.2,.753,0.8,2.2,3.0,3.1,0.9,0.3,2.1,2.2,6-9,220
